
                               MEMON COMMODITIES
                               SHOP # 11, ZEENAT EXTENTION, GATE-A,    
                               DENSO HALL, KARACHI                     

                               O F F E R   L I S T

               

     LIST # : 000096          DATE    :  21/05/2023          PAGE :    1
     +------+--------------------------------+-------------+------------+
     | CODE |           ITEM NAME            |    BONUS    |  DISCOUNT  |
     |3508  |FUSIL CREAM 15GM LARGE TABROS   |             |   2.00  %  |
     |0528  |FUSIL CREAM 15GM OLD            |             |   2.00  %  |
     |3509  |FUSIL CREAM 5GM SMALL TABROS    |             |   2.00  %  |
     |3512  |FUSIL-B CREAM 15GM LARGE TABRO  |             |   2.00  %  |
     |3514  |FUSIL-HC CREAM 15GMLARGE TABRO  |             |   2.00  %  |
     |3515  |FUSIL-HC CREAM 5GM SMALL TABRO  |             |   2.00  %  |
     |0336  |INTIG D TAB NEW                 |             |   3.00  %  |
     |0905  |ISOZAM 20MG CAP                 |             |  10.00  %  |
     |0535  |KALV TAB                        |             |  25.00  %  |
     |0296  |KINRA 250MG                     |             |  12.00  %  |
     |0069  |KOSNAT D SCH                    |             |   3.00  %  |
     |0295  |MECROZ GELL                     |             |   8.00  %  |
     |0310  |MECUTEC 15MG                    |             |  10.00  %  |
     |5530  |MOXIFO TAB.TABROS               |             |  12.00  %  |
     |0264  |NEBIX 2.5                       |             |   5.00  %  |
     |0266  |NEBIX 5MG HIGH                  |             |   5.00  %  |
     |0342  |NEW ONATO 10                    |             |   5.00  %  |
     |0146  |NEXUM INJ NEW                   |             |  22.00  %  |
     |0398  |OLD WILGESIC FORT               |             |   5.00  %  |
     |0350  |PARACYL 20 NEW                  |             |   5.00  %  |
     |0294  |PLAT-AID SYRP                   |             |  15.00  %  |
     |0078  |PREPRO Z SCH                    |             |   6.00  %  |
     |0901  |QAZZO 10 MG TAB                 |             |  20.00  %  |
     |0381  |REMETHAN SR 100 HIGH Q          |TP           |   0.00  %  |
     |0324  |SANGOBION CAP NEW               |             |   1.00  %  |
     |0358  |SITA 50                         |TP           |   0.00  %  |
     |8231  |SPADIX INJECTION                |             |   8.00  %  |
     |0372  |VILDOMET 50/500 HIGH Q          |TP           |   0.00  %  |
     |0532  |VIPTIN MET 50/500               |             |   5.00  %  |
     |9541  |ZEEST TAB.TABROS                |             |   2.00  %  |
     |0527  |ZOHYDRO CREAM 10GRM             |             |   5.00  %  |
                                                                  
     TAKEDA                                            
     |2176  |DANZEN TABLET                   |             |   4.00  %  |
                                                                  
     UNANI                                             
     |4726  |LAZMA CREM 15GRAM               |             |  20.00  %  |
     |7538  |REVOMET GEL 20GRAM              |             |   5.00  %  |
                                                                  
     UPJOHN REALCHANNEL                                
     |2163  |DALACIN C 150MG CAPSULES        |             |   2.00  %  |
     |9398  |XANAX 0.25MG TABLET             |NET 300      |   0.00  %  |
                                                                  
     WERRICK                                           
     |5782  |NERVIN 0.5MG TAB.WERRICK        |             |   1.00  %  |
     |5863  |NEWDAY 10/160MG TAB.            |             |   5.00  %  |
     |5865  |NEWDAY 5/80MG TAB.              |             |   3.00  %  |
     |6171  |OLANZIA 5MG TABLET              |             |   1.00  %  |
     |6962  |PLANTCAL TAB                    |             |  12.00  %  |
     |023   |SOFTIN F 60MG TAB               |             |   3.00  %  |
     |9354  |WIZEN 2MG TABLET                |             |  20.00  %  |
                                                                  
     WILSON'S                                          
     |2365  |DIAGESIC EXTRA TAB              |             |   6.00  %  |
     |2366  |DIAGESIC P TAB                  |             |  15.00  %  |
     |7888  |SEACAL SACHETS                  |             |  15.00  %  |
     |8172  |SOFVASC-V 10/160MG TAB.WILSON   |             |   3.00  %  |
     |8173  |SOFVASC-V 5/160MG TAB.WILSON    |             |   3.00  %  |
     |8174  |SOFVASC-V 5/80MG TAB.WILSON     |             |   3.00  %  |
     |15    |VONOZAN 10MG GETS               |             |   8.00  %  |
                                                                  
     ZAFA                                              
     |642   |ATENOLOL 100MG TABLET           |             |   6.00  %  |
     |3392  |FOLIC ACID TAB. SOIS PHARMA     |NET 56       |   0.00  %  |
     |9456  |XYNOSINE NASAL DROP             |             |   2.00  %  |
     |9480  |ZAFNOL TABLET                   |             |   6.00  %  |
     |9629  |ZODIP 5MG TABLET                |             |   6.00  %  |
     +======+================================+=============+============+
     End of List....


     MODIFIED BY SONAMI SOFTWEAR (AMIN AHMED - 0321-8779133).
